User-ID,Location,Age,username,passwd
240762,"victoria, british columbia, canada",20.0,HFBsgUXdUj43240762,VPz#YCuBcgADC
240763,"bristol, n/a, united kingdom",18.0,SFqpQpQn7HKe240763,RmpQNCmN#Vx76
240764,"maple ridge, british columbia, canada",,nPu4gftuvx1g240764,Nv#ofYERb
240765,"gazzolo, veneto, italy",,7S6h9kgkwmEc240765,2iuaHTQ9z
240766,"auckland, n/a, new zealand",16.0,jgpTz3Pbo7xR240766,m8dayoLUobBi
240767,"weston, connecticut, usa",26.0,5i6GJp77GJRH240767,mbbfvTYHfn
240768,"stockholm, södermaland, sweden",,pirrrlwQdbjN240768,ikov@nhSZ
240769,"elk creek, virginia, usa",,IxqIH4luR6Kf240769,QdMmdYXNzx6i
240770,"bothell, ,",36.0,6Hmz22zbYWB9240770,SWlsiMS#MziJI
240771,"lancaster, texas, usa",,XpD58ifMZuue240771,s@Fde7vZtcoQk
240772,"ottawa, ontario, canada",13.0,L7pzStDbkcYP240772,hlW2lDjotN9
240773,"kirkland, washington, usa",17.0,laHkAaCw2TuM240773,qQC74kJ9pS
240774,"eastleigh, england, united kingdom",31.0,wgJlnmRa7CRl240774,e2p5FEaWeDuFS
240775,"canandaigua, new york, usa",17.0,h9hRwosw7Rne240775,tVx2MHGwLqj
240776,"shipley, yorkshire, united kingdom",,bOdJY5HL8Rgp240776,YXLMIWvAxDD
240777,"madrid, madrid, spain",18.0,8hbfsTYweC81240777,PsgDoiazgiDL
240778,"tulare, california, usa",20.0,GDxXUL1PZURr240778,TtSigd2wKp@
240779,"lake point, utah, usa",25.0,Nfc962xwRR9Y240779,D@rH7bCyclfg
240780,"pesaro, marche, italy",,QsanRLjinuAl240780,2onnUxs99aOBN
240781,"louisburg, north carolina, usa",,oMifswfGPCfY240781,QxZR5SgWo
240782,"ajax, ontario, canada",,VUeYwyQN45xR240782,qQIR1PbJk6
240783,"city of palmetto bay, florida, usa",24.0,8ci6IUOpqUfO240783,o6q4olWel2mEa
240784,"waterbury, connecticut, usa",,mfd2GjMxulNH240784,eFXN8IgnNl
240785,"keswick, ontario, canada",52.0,akB5ZMTaaeZW240785,yF7ytDpbb
240786,"adelaide, south australia, australia",13.0,SFGnxusMNcok240786,hjA@rCuUBub
240787,"christchurch, cantabry, new zealand",18.0,bg8hGByeXdjJ240787,uAq7HF5ma#
240788,"albert park, victoria, australia",56.0,g8vrMthxfQjZ240788,yaqyYN9DaQ
240789,"omaha, nebraska, usa",29.0,PoSK5aroOnrk240789,#KE@Vx3TpyRux
240790,"edinburgh, scotland, united kingdom",,pgyXG1xpIDnH240790,p6#rbEu1VNOk
240791,"singapore, n/a, singapore",19.0,GAh8KccztCpg240791,q#mQoLx#HWaP
240792,"bristol, england, united kingdom",22.0,AHBdpVuIPf8d240792,W96oVutHP
240793,"roma, lazio, italy",33.0,fGKpT5Ryus2w240793,TfJAW1wSpAlP
240794,"whittier, california, usa",21.0,hVyFzUZODuz8240794,Fz2N4#Zt1Pia
240795,"burbank, california, usa",,fYCjWPquSZMd240795,g#z4p8XDaDd
240796,"chattanooga, tennessee, usa",45.0,k31eKSYUPuh1240796,Q2Cp@BkF9GE
240797,"cavan, ireland, ireland",,69H4W24ZdTJv240797,gZHcHuz9WYqK
240798,"lancaster, pennsylvania, usa",48.0,GHpHcBxddmGo240798,u1BwIT7wZQ2
240799,"francestown, new hampshire, usa",50.0,oWqX4DRl655w240799,8nk6mXX6@jbis
240800,"guangzhou, guangdong province, china",23.0,1jlDuG5pPeou240800,1EyHgjCQCk2
240801,"altamonte springs, florida, usa",,s38txWRDd62c240801,Y13WLaQfb7#9
240802,"roanoke, virginia, usa",31.0,r1bU8mGgBmec240802,KyZwpgCrZT
240803,"san francisco, california, usa",,5w1y3HU1PjmE240803,nZPl4RVMnZh
240804,"dunedin, otago, new zealand",,gW55dTSHy3Vi240804,mAs7oncxvq
240805,"trieste, friuli venezia giulia, italy",29.0,KDUuE9x4KYXx240805,8PcTVVpB9wiko
240806,"santa maria, rio grande do sul, brazil",32.0,mdBGh6YhlSWH240806,mCoKXljw9s
240807,"porto alegre, rio grande do sul, brazil",30.0,XpJBbcHIeS6K240807,9BI5VwDPg
240808,"san diego, california, usa",15.0,TmX5CzAyYRpf240808,EtHERLWXdrrv
240809,"tybee island, georgia, usa",28.0,Ma93BepnjqTE240809,WPP34ZCKYYs
240810,"burbank, california, usa",26.0,r6dDMCqk5FCU240810,M68QNuoT43
240811,"mcallen, texas, usa",23.0,EzfpnzBKhBG8240811,g6BGaEhHj#oi
240812,"london, ontario, canada",27.0,c9SEwR3ep6tp240812,SAIVaFp4EhHD
240813,"burlington, ontario, canada",,SjagTcbvbPfS240813,eqYjkESDN1
240814,"vancouver, washington, usa",,edhwFVIy6M11240814,vMel#JRVukOBG
240815,"albany, california, usa",,NuGAYtjxETAO240815,MkrllgBZ@qZx
240816,"apex, north carolina, usa",27.0,MOMUQWpUFqel240816,kFP8jIz@1EOJ
240817,"eldon, missouri, usa",,2Jmu1z1Pq2ve240817,sBBsg16E7K
240818,"fayetteville, north carolina, usa",24.0,KCLpTJPcMmXf240818,ViLFzpQX8W
240819,"rotterdam, n/a, netherlands",,DBPSjAqptoiC240819,m2dOMJiZ9Vkh
240820,"tuscaloosa, alabama, usa",34.0,l4B3pLS8tY7m240820,e5g#8y8Ddt4SA
240821,"devonport, auckland, n/a, new zealand",19.0,TUuMtBz3uHCj240821,4SkX1BmKG6yVP
240822,"mississauga, ontario, canada",18.0,mYBLtNvWj2si240822,QAm#nBmHm
240823,"palatine, illinois, usa",25.0,YeFb25CInOOB240823,uFJa#wYrbOnqr
240824,"seattle, washington, usa",,9jzWcuSjhkQK240824,34LKoeXTmF
240825,"bonn, nordrhein-westfalen, germany",39.0,OwIqZU2PDjWV240825,C#SQ7LqbnHi
240826,"gloucester, virginia, usa",,tsOw15I53pkr240826,7KRVufZFpE
240827,"fresno, california, usa",16.0,YNkr7qHs8TvV240827,R6fh@9rwUXN
240828,"reinbek, schleswig-holstein, germany",45.0,T2sk4GVAtzk3240828,KAOHJWFsVl#lK
240829,"durham, north carolina, usa",23.0,1u5Dpm6FfkfK240829,Sx47x4zfa
240830,"indianapolis, indiana, usa",,XB6pLMmcJcnx240830,2jSVBHxKM6CI
240831,"capiago intimiano, lombardia, italy",20.0,fJNYhGMdTTI8240831,8WOChS4sbt#s9
240832,"milton, wisconsin, usa",28.0,r4QAXwMSDkVd240832,Vbw8ov389Ky
240833,"carlisle, england, united kingdom",42.0,MXH4Bdrwi9ex240833,d5jrqgifXH3A
240834,"mount vernon, new york, usa",36.0,pyeq1vYfHHL5240834,aQ38UfIeLpb6
240835,"chester, connecticut, usa",23.0,CyDkQOQUCvgR240835,vgdiMawMbLrtf
240836,"nelson, british columbia, canada",,Q3HjqLhTPkXa240836,vaYYEPb83mVtA
240837,"middleborough, massachusetts, usa",44.0,KQmiwEmfZ1qx240837,kjFOB4Dyrb
240838,"milan, lombardia, italy",29.0,dLTynHw25vOA240838,nNLvzuUq5
240839,"torino, piemonte, italy",,ebfC3Wvb6AOn240839,dFF9xFEBlHp
240840,"milano, lombardia, italy",,nMiqUEXN2feg240840,cXS4GI7swLBdK
240841,"genova, liguria, italy",30.0,5gaouja5BfgW240841,kofWlk7aQmFit
240842,"portland, oregon, usa",,yNqHptczIwH2240842,62pfVXvDW
240843,"melbourne, victoria, australia",37.0,UurM9U9R83EB240843,dENutlXlC4v
240844,"milano, lombardia, italy",37.0,NaWhakvzPNJV240844,ds3RMv2zMcgUe
240845,"aurora, illinois, usa",32.0,Q32g6hmILFJS240845,oJ9nuLgA@K
240846,"milano, lombardia, italy",40.0,u3yUd5HofWJq240846,@3AMgR9xvzE@o
240847,"montreal, quebec, canada",,wc4DjiAJnPiK240847,jA9ziQmTHpFo
240848,"roma, lazio, italy",23.0,KbJVa9Yat4SB240848,G9PQuxfD7HC
240849,"novara, piemonte, italy",,LKptGUqSYx3Z240849,vm3U7JRrASTw
240850,"sassuolo, emilia romagna, italy",20.0,zyaBAE1gTknZ240850,yikgp@YApY
240851,"firenze, toscana, italy",27.0,l5Wqehnga15V240851,DC@iKq#FF
240852,"bologna, emilia romagna, italy",,P3oiGjQFvP7q240852,@GfGMc#HZ
240853,"rome, lazio, italy",,EDoR1HPNklzG240853,FH@STxckk
240854,"milano, lombardia, italy",32.0,cX1K4ooogV2u240854,dUyuvYOnETQkU
240855,"catania, sicilia, italy",,tIk6IoxmAWp9240855,@OdxIqFgiZU
240856,"austin, texas, usa",,p5vZ7v3mfU4i240856,ptqHjnkIzuUd
240857,"rome, lazio, italy",55.0,5az6eB5DQz1Q240857,pbbLU5aCMRs
240858,"grebenau, hessen, germany",,cV3bYiyCjAZi240858,CkJs@nbXac
240859,"frankfurt am main, hessen, germany",29.0,nodcW1fwX2pD240859,kTs@b2CDI
240860,"lisbon, n/a, portugal",41.0,lMOxvLHjwZPj240860,TJ7b4evQ3ZiJ
240861,"cologne, nordrhein-westfalen, germany",34.0,gDt8toGElLQ2240861,d@5a@8jZI
240862,"sevilla, sevilla, spain",20.0,EICA1oz4fdf3240862,Ka@ZH5fqv5Xe
240863,"fene- a coruña, calabria, spain",23.0,WSnsUwLixBOk240863,CRUmnbylXB
240864,"vechelde, niedersachsen, germany",,jKEaffqcno3k240864,Kzdq1cEpkOQjB
240865,"napoli, campania, italy",21.0,2SKqhD27niD1240865,9enKkYl1I7S6X
240866,"warsaw, n/a, poland",1.0,OI2ZNgNmdOdp240866,ih6SX#D#JLNp
240867,"yorktown hgts, ny, new york, usa",59.0,xYTzg2HHfkhA240867,vroEJhgwPWpLd
240868,"austin, texas, usa",27.0,EGLYjS3Ko6YW240868,vHlHA@OdCtUBA
240869,"sherborne, england, united kingdom",,kZzlLkS5egQ3240869,KDwFmzgq#su7
240870,"biddeford, maine, usa",43.0,bPAFhail99Ru240870,jv4c4LYgGq
240871,"latina, lazio, italy",,w3VmOfnmf29C240871,YfL8PxfzoIrN
240872,"castelo branco, n/a, portugal",,YDP2HPGOd64j240872,q7rkhTNeXu5y
240873,"beulah, michigan, usa",,6mXXetKTQGae240873,MV#pGKxf@
240874,"st. louis, missouri, usa",23.0,V7jj5AhSZnzN240874,Rqv6sQOB6S
240875,"cape town, somerset west, south africa",14.0,CCGKAgdB8XGs240875,zPpynlLLNiT3
240876,"ikeja, lagos, nigeria",20.0,h9CCxX4vZAVy240876,LQlBW6Mvzh
240877,"woodbury, minnesota, usa",40.0,HFjy9YhkjDyN240877,tynVhBMqkTVY
240878,"collaroy, new south wales, australia",,lxdOSvYDo2Qy240878,AEwEKd7Bko
240879,"melbourne, victoria, australia",,KrhgGPREB9ek240879,P3U#Pzsn8pQYG
240880,"bishops waltham, hampshire, united kingdom",,oGdszaD19C8z240880,kvkf1EbN9Mn7o
240881,"surrey, british columbia, canada",,gYC5ZvVlrS1D240881,Qzk2MATKaFA
240882,"massillon, ohio, usa",35.0,XtRC2nZIaraT240882,wBQ#NfuWzqYj
240883,"st. paul, minnesota, usa",,RrcUOnxpUCQO240883,LWWumxyQWuq
240884,"newcastle, new south wales, australia",62.0,HmbKqFNAitNV240884,Uy6ZRbGfF
240885,"dresden, sachsen, germany",,waQEUXYCqf31240885,ksqMlL2L1@PZf
240886,"brisbane, queensland, australia",41.0,EKLffIBtAfvX240886,@A9pnKzsL
240887,"auburn, alabama, usa",21.0,vWCHjprrwfrs240887,zUOpfzQQJ
240888,"blanchard, oklahoma, usa",34.0,BcC79kAjqgzO240888,fNQDT5LPh2
240889,"toronto, ontario, canada",23.0,nlMgvz117xSh240889,2zAyywIzM
240890,"christchurch, california, new zealand",,65O8x3GckmPC240890,MSy4rN5fd
240891,"esbjerg, \n/a\"", denmark""",,Ri56GJLs1TpA240891,7bpDJQVywbfJR
240892,"berlin, berlin, germany",,bNNdLjHIKIeq240892,ElFGc@UfmZH
240893,"amtsberg, sachsen, germany",20.0,bBN9zT57v9NP240893,OZ77ycADAog
240894,"portland, texas, usa",25.0,umBqopiCYBdg240894,LDhTPcn5j
240895,"durham city, england, united kingdom",,G6C5BYVCYg6i240895,MfAx12dYzv
240896,"santa barbara, california, usa",42.0,AwxgZbh3Fvsr240896,3Lj7HkCaVYu
240897,"gloucester, massachusetts, usa",39.0,zlClmKFePOBi240897,4esUmXipJVp#E
240898,"san francisco, california, usa",59.0,fbqMOXYw6xEy240898,kPRDwEejCE
240899,"kalkaska, michigan, usa",,BnpgOkQO3DTI240899,25A94MiaJqnIC
240900,"greenfield park, quebec, canada",,gwO9TTx9HHMa240900,YKy3RTedq
240901,"porto, porto, portugal",16.0,1laRpiIs8zkC240901,spNgWynEps
240902,"alexandria, virginia, usa",14.0,GSWlhv261P7L240902,s4f8H@Xvu
240903,"wells, maine, usa",,V4oBWF4ANAVj240903,H@tkKn9zKbJ
240904,"magenta, lombardia, italy",,CZu79EgD7uZE240904,b2eFTcs@CiLsT
240905,"athens, attiki, greece",22.0,6xZTPcSYkpzA240905,qufWpJCMI#XR
240906,"whistler, british columbia, canada",,pFQSpDE3oODD240906,d3mAewiMcV
240907,"jersey, jersey, jersey",,wduXmlBOkLbD240907,antSeuzsFz4
240908,"milton, new york, usa",,YUEW1ZC262kk240908,m@BKRWSjzKmZ
240909,"tauranga, hessen, new zealand",43.0,W57jgU8UG1Dd240909,W42Q8znGwV
240910,"wolfsburg, niedersachsen, germany",,YBy1s2QA6aT9240910,53b3DZI2tLfpe
240911,"hauppauge, new york, usa",,NKEZzIU4PAID240911,vC5xBcJfdTvOT
240912,"erie, pennsylvania, usa",,8OPShWPT7m3r240912,YtxKPfmqnevoW
240913,"hanover park, ,",,bA7f74Vw3ShY240913,U79IRAUSq
240914,"arrington, virginia, usa",,ZwPuJpXfh3mx240914,@5rYcSS5C
240915,"marostica, veneto, italy",25.0,Sb5WAFppPzm6240915,FR#MQz#LHfjmA
240916,"copenhagen, frederiksberg, denmark",,aLjpCTXiJWC7240916,bQ4hjul6lLdG
240917,"brooklyn park, minnesota, usa",42.0,NNsWLmQgEMpg240917,i2Onfy7mB
240918,"orlando, florida, usa",54.0,eEPLBSRaRXG4240918,WNLv7usUsSb6
240919,"glen burnie, maryland, usa",30.0,KdLR8BpV1WAQ240919,AajxEWKjl
240920,"savannah, georgia, usa",,Vb3ofpec3HzV240920,a1@a5l9oQaXY
240921,"jefferson, missouri, usa",,gs8m1EXuSsMw240921,vtcYfiqZxf
240922,"modena, emilia romagna, italy",33.0,CDG3xWN8yQQ3240922,6@Nqtrzljhg1P
240923,"düsseldorf, nrw, germany",,SQQNwfZQxSjA240923,ZwKSFKGZbG1JQ
240924,"co.clare ireland, munster, ireland",,62Ybj5SdIa64240924,vyvJ6etvT
240925,"bergamo, lombardia, italy",18.0,aAn2CbILxEdO240925,sIMM1rCOHOWf
240926,"cherry hill, new jersey, usa",,ehBNKNNpA9Xr240926,qEfyShsHt
240927,"lansdale, pennsylvania, usa",29.0,6ERWSUfH8tmI240927,coygsORlm
240928,"münchen, bayern, germany",23.0,B8GXkMKu9sV2240928,69lr#8nmOEQXR
240929,"hereford, england, united kingdom",14.0,y8RdurqX7Aoy240929,6n2dZ1lid
240930,"madison, ohio, usa",61.0,WV8JPhQBgvxu240930,yubtQSfwITwQj
240931,"watertown, massachusetts, usa",36.0,BTem9sWLRHp4240931,ZjN9idGv#
240932,"vancouver, british columbia, canada",,UJktKOcLidZK240932,j3ebK81KvuIBQ
240933,"100 mile house, british columbia, canada",14.0,WavVzELdGr16240933,zsntAZcIdxb
240934,"greenville, south carolina, usa",,CVlwDk26YhdB240934,XZOScnxxlh#b2
240935,"manchester, england, united kingdom",31.0,cNdFFkLoZtsz240935,twxqanggU
240936,"eltham, victoria, australia",,nGVarEHdd9f5240936,ESKBkK#LUV
240937,"bridgewater, massachusetts, usa",66.0,uyBPRwMrWQdd240937,kuxdh6xFAs
240938,"tucson, ,",,nOtFjrQOCy7H240938,fRmMGiaVERcOl
240939,"norwalk, connecticut, usa",,n9qMzacg5rVu240939,w1LvEmRv7HY
240940,"calgary, alberta, canada",31.0,684am1FPUdXk240940,LfH#RccmcPey
240941,"milano, lombardia, italy",57.0,FiV1mCQ1BLZk240941,OE7ahGsLk#l
240942,"eau claire, wisconsin, usa",23.0,zEjT6U3K8qhb240942,luWOHX3qzVLBx
240943,"niederwil, aargau, switzerland",47.0,KOcAjapKjk22240943,bHUd2U7rE
240944,"marion, iowa, usa",24.0,WGVRjPWt3Vvl240944,wbcq3TKa1j
240945,"n. grosvenordale, connecticut, usa",,AZLE9aoXMT2I240945,CbOcU8FAmyIA
240946,"halifax, north carolina, usa",34.0,HUa79WyMhCCj240946,BjLxSFAeM
240947,"berkeley, california, usa",,X7PsM4AOhxsa240947,c7Fui4l1Q6M
240948,"cornwall, ontario, canada",,OEesBQ636Wua240948,Kfu8J69WyfXS
240949,"greensboro, north carolina, usa",26.0,8jjZi2cghQrU240949,w#qwH@hoB@
240950,"purwokerto, central java, indonesia",22.0,ahiGBUstp6pE240950,51HcJ@trIBPf
240951,"austin, minnesota, usa",41.0,uHfM4WE1XvMG240951,Ol@jxCb#D
240952,"vicenza, veneto, italy",45.0,O4lDoRNgMIGG240952,BOA@iYX6rA
240953,"chapel hill, north carolina, usa",,i6OWViEESl5I240953,Fx#L5YQ2S5ZH
240954,"algemessi, valencia, spain",29.0,17pElPIAtGbJ240954,Fl94flvtxj
240955,"lisbon, n/a, portugal",27.0,WU5n8cZ63GK4240955,##V4Dmvnfz
240956,"dresden, sachsen, germany",24.0,WLorwuxrPwnZ240956,7dl#FKmQDz
240957,"krummhoern, krummhoern, germany",,XKk3CrYyzMEJ240957,D2eB#ewa6H
240958,"munich, bayern, germany",51.0,hIMLawYtmd9q240958,PQIALb5mWM
240959,"big flats, new york, usa",70.0,Qa8CQPzZAA8H240959,wXLPu2SUq
240960,"croydon, england, united kingdom",29.0,GRyvUIdKueF4240960,w8ggEz8HYw
240961,"cherry valley, new york, usa",30.0,RWEWp17TMS2R240961,OZol9typ3xvN5
240962,"melbourne, victoria, australia",15.0,9dUPQ6VcgadS240962,i1eWs@w1bls
240963,"aachen, nordrhein-westfalen, germany",22.0,392TRZrE48VF240963,Wi86OEiJAI
240964,"munich, bavaria/bayern, germany",,aAoDoeIjd4Dy240964,g3sbOoRtXBr
240965,"seattle, washington, usa",,uX2NCURLm5VP240965,TIchXKe1d4
240966,"stevenage, england, united kingdom",44.0,7iNIKyzyg1ds240966,NY6rWSY1z
240967,"zaragoza, aragón, spain",43.0,igpoJdhFzoFB240967,CF6JFO@3@
240968,"nürnberg, franken, germany",23.0,zwG5R6d4bRo4240968,bYfDZCaTX6jzc
240969,"hamburg, ,",33.0,lisBwPovmjm9240969,q4bg7Y5n6M8
240970,"copenhagen, østerbro, denmark",,5mBOOjDsWtN4240970,vl@lhR7hE@eoH
240971,"malvern, england, united kingdom",,xYtnUGk9EEgZ240971,LJwtDn#jS
240972,"kansas city, missouri, usa",34.0,UJArFSFNMdAP240972,bmC@QNjEzctLa
240973,"san casciano v.p., toscana, italy",,dBMj7LXYXvYd240973,DpDqbiJcDDTo
240974,"cairo, cairo, egypt",33.0,oQ2e3rbB18Df240974,yWuJpssTLNAy
240975,"albuquerque, new mexico, usa",54.0,orXbRiteVQIz240975,xHSMCZUIPTURa
240976,"long branch, new jersey, usa",33.0,n2S5asjC6cux240976,FcDPrF5rI
240977,"somerville, massachusetts, usa",,tyJTBa4ZsJvO240977,nzSct1Mlty
240978,"york, alabama, usa",,Ofl9GCAAVpzs240978,OsDgLgneswAr
240979,"deefield, illinois, usa",,4w7jYKoSvWwA240979,moxf3cM9w5Lao
240980,"dania beach, florida, usa",28.0,RRTcXcnzFOsx240980,dgIbAqzC8oY
240981,"vancouver, british columbia, canada",34.0,uPqPKFvqiDbm240981,BA1oEJY5Pw
240982,"manchester, england, united kingdom",48.0,YLlJyx4Blo9s240982,P9SHV8S#gDN
240983,"marburg, hessen, germany",20.0,RllKM5borCTu240983,7ppCGPF@h2M
240984,"london, england, united kingdom",34.0,1Dr6KS7zSLFZ240984,nK7BoDA@J3
240985,"pretoria, gauteng, south africa",33.0,epL4WxFWVZQm240985,R1ONdgBgU
240986,"teytytywtyw, abruzzo, poland",28.0,4H7dKKyc3R69240986,sjtriqnahrxP
240987,"lleida, catalunya, spain",24.0,YrglxXzOD91f240987,VnzruUmxuR
240988,"andover, hampshire, united kingdom",69.0,aGyANKEf4gyV240988,EZpa4WsLCa
240989,"london, england, united kingdom",67.0,jz52SLcwqJqG240989,dxrmuw#yN#
240990,"norwich, england, italy",,xFMx4x7wbmvc240990,eEXQ6NixKekJ@
240991,"ganges, british columbia, canada",,7qRdSqEU2FDS240991,8#SRubTBzr
240992,"nottingham, england, united kingdom",,XxrrK9dfuplE240992,B1Omv@wlqrT
240993,"hereford, england, united kingdom",35.0,i9C15qMAAhNq240993,ev8o2U4CQQ
240994,"newcastlw-under-lyme, staffordshire, united kingdom",,C6P3yR4br4A9240994,nIcv1ap2oLr
240995,"west new york, new jersey, usa",47.0,MxegebHN5s2m240995,cBsLai#Q7qc
240996,"gent, n/a, belgium",27.0,bIObLQ4Z8331240996,K8tfKPEsv
240997,"halifax, nova scotia, canada",40.0,eIQwQPp5MAxG240997,PkKfgNffkdt4
240998,"hillsboro, oregon, usa",,5DPElTgAvpze240998,iGUtGwv9P
240999,"nicosia, n/a, cyprus",24.0,X8cgoStapsNR240999,rnc9HvOX@x7
241000,"st petersburg, pennsylvania, usa",,bBpnrZslqbv8241000,fpPXqBEukTpcB
241001,"terni, umbria, italy",22.0,cYJT3BljYYta241001,HBO7SiEtl
241002,"nürnberg, bayern, germany",,LoxzzBoDcQCb241002,LG7z2lOkBm
241003,"kent, washington, usa",,NZAmyFEFxCdX241003,mwUNFqyGk61T
241004,"pompano, florida, usa",40.0,4WZZdxLeYST2241004,VyKor2FGCM
241005,"bethlehem, pennsylvania, usa",21.0,C16lnskrAzlx241005,eZ@ddRvAGsfU4
241006,"new york, new york, usa",,hFCHoft1ouzd241006,Bgg6JUl5R
241007,"port coquitlam, british columbia, canada",,DTXvn3m6GDsJ241007,o3Thy8vVc
241008,"new york, new york, usa",18.0,X4eHqBUJum7K241008,OeQx7DRtC
241009,"high wycombe, england, united kingdom",,VbE5wlpG2y3d241009,go9LuoaEALn3
241010,"corpus christi, texas, usa",45.0,G69FsHHu1Knm241010,bk@VV9FqF
241011,"corpus christi, texas, usa",45.0,NMoOhrDS64L2241011,nokRWbWnswJ
241012,"burnaby, british columbia, canada",62.0,jR395DThDX4v241012,cCs6HyIL2
241013,"milano, lombardia, italy",19.0,a1mjcfoXAEM9241013,yVZTITU3ziaR
241014,"toronto, ontario, canada",,uxQS2IIwiQnX241014,1aFxNGe511rU
241015,"siena, ,",39.0,ZABQCvDUtzqt241015,G#hpsOF1COR@v
241016,"binasco, milano, italy",,2AmRS3OFR8uB241016,qAJGvn4tD7y
241017,"barcelona, cataluña, spain",23.0,xKPX34zyhPLO241017,yuOkoDFfZkyYT
241018,"ispra, lombardia, italy",29.0,4HS232rlJGfr241018,9wCT6hR8T
241019,"riverside, california, usa",26.0,MPhbBEWx3LTY241019,fNxgdawJS
241020,"leverkusen, nordrhein-westfalen, germany",42.0,Zc5QrH9RdzhV241020,d8wQkhXXabuNS
241021,"almeria, andalucia, spain",36.0,dZSAuUE7Dj1h241021,ELAw66XtPW5Y
241022,"bethlehem, pennsylvania, usa",45.0,zZWdB9EZprvM241022,1O64CeCjE3Kr
241023,"schweinfurt, bavaria, germany",,Ug6pj9nfizGQ241023,jz7nvZwuhd
241024,"burnaby, british columbia, canada",50.0,dh7oIymNAgON241024,eFBlz9iOet
241025,"tápiószecs&#337;, n/a, hungary",23.0,UGXt4eyZxpdl241025,mp4hlDLcajh
241026,"san francisco, california, usa",,8XHdF9T955n9241026,P9bWDEe8x5
241027,"saint paul, minnesota, usa",36.0,Jurs2AHtifAD241027,BfAIPwarl4
241028,"rhuddlan, wales, united kingdom",,wlbKEYLpw3fJ241028,r1@yOHQwi
241029,"taastrup, sjaelland, denmark",,yePOObtDvZhZ241029,jAAy6HP#NY
241030,"heidelberg, baden-wuerttemberg, germany",,gU571bEpMlLC241030,xDIYbkmFT
241031,"victoria/nanaimo, british columbia, canada",,1EtefAnsalHd241031,3e3CT#AqP9
241032,"fort wayne, indiana, usa",20.0,e6lcmNVs1AFO241032,dAvJS5jorn@Ju
241033,"columbus, ohio, usa",26.0,RX2por7jIr4U241033,UjatSGXIKx
241034,"san diego, california, usa",,zGyfO28yiZV4241034,ISKikGSrQf
241035,"thane, maharashtra, india",,umCm17azLwkG241035,lRr#lYiuj
241036,"lansing, michigan, usa",,p22OGyFveS5n241036,szN@7fv4vUix
241037,"mccleary, washington, usa",55.0,ZcbowAPeWanw241037,xbF2hk3wcNb
241038,"sanford, north carolina, usa",29.0,bmhxZnQpeCIc241038,K52BHJy42D4
241039,"los gatos, california, usa",44.0,vVQrTBZCKNzr241039,l1NOv1sji
241040,"ughra, n/a, usa",92.0,ZsSaRWXszkef241040,37JSOVaxZc
241041,"duluth, minnesota, usa",,Ql7KfvvOj7Qr241041,iYyIpWpmCe
241042,"eugene, oregon, usa",,MMEQKE2y5eEG241042,wtlhoX31Cz
241043,"manchester, lancashire, united kingdom",49.0,9uV33Zb4lThu241043,a#Zwc@h88QE
241044,"clarkston, washington, usa",52.0,H3zHGZqIKCj8241044,oyA#IKfpAF
241045,"portel, alentejo, portugal",25.0,tGXN1LBjheUZ241045,xSalSE9AzJp
241046,"madrid, madrid, spain",24.0,Uf3guk7yT22s241046,GOSF4RZ5U
241047,"bray, co. wicklow, ireland",32.0,9H7Bg6mAOBy9241047,W2wCJZPHMpjeS
241048,"iwakuni, iwakuni,",,qOzMxp5XkDeB241048,cU4wy4uLKm
241049,"madrid, , spain",20.0,LxavMaY5e7QN241049,e8M9zQuPfB
241050,"surf city, north carolina, usa",,oISXN8Ib5vOp241050,ZymTYtKKU
241051,"toronto, ontario, canada",,hKzhaBf4QaCI241051,bk2vWyPeH
241052,"kidderminster, england, united kingdom",,elmDWFtf2Z4l241052,b93MmknW3Rd
241053,"maidehead, berkshire, united kingdom",21.0,gVa4Xyc2bZY8241053,2Wb1#eLVBK
241054,"los angeles, california, usa",,kmU94aPvpkfL241054,qnAX@2pxpxx
241055,"linkoping, ostergotland, sweden",,rIov3ZXgJbs9241055,BKFbnHVdz@
241056,"newark, delaware, usa",16.0,QrYAopzurQ3i241056,3fRi4b#YxRBG
241057,"toronto, ontario, canada",,aZPOZr3BSWPt241057,r8arzmHBqt
241058,"norwich, northwest territories, united kingdom",19.0,MyTaHVStwCEM241058,@knFsZqkaj
241059,"brisbane, queensland, australia",30.0,7JqSQbTj2yja241059,8o@vitbv7
241060,"findlay, ohio, usa",,Hvv9Gxom2vt6241060,zCdLqHut3f
241061,"salt spring island, british columbia, canada",,bYNFpNtA1krQ241061,W7@OmHKGvo
241062,"richardson, texas, usa",,7xKMBWox1QWG241062,4hVX3RibGNU9
241063,"yokohama, kanagawa ken, japan",37.0,iG8hJTHqXc9P241063,jnDoP9CLk
241064,"cambridge, cambridgeshire, united kingdom",33.0,58hEP7leU5JX241064,TRQHJWEzxSqY
241065,"los angeles, california, usa",,PFsmplrNyAHC241065,RUJlBHmDJNQq
241066,"london, england, united kingdom",39.0,v653Bj9RnvAf241066,I4thwwV49E9Vd
241067,"barry, wales, united kingdom",23.0,8Dpe5z9OWuO4241067,3rZl5o3oN
241068,"sidney, british columbia, canada",,pHr7fTTtefCL241068,D2tUpDYgZaQK
241069,"basildon, england, united kingdom",28.0,5QdUXACBOpuW241069,hBKIhMYxH4kd
